species,abundance,extent,niche_breadth,range_size,habitat,abun_meas,rabin_class,mean_topo,mean_d_coast,mean_elev,num_patches,patch_isolation,occupied_area,rcp,change_driver,year,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure,log10_patch_isolation,log10_num_patches,ext_res,abun_res,niche_res,nump_res,iso_res,topo_res,elev_res,dc_res,OTU,Genus,Species
Torreya californica,156.0730476,113348.9963,3.197970128,w,r,s,w-r-s,0.681091434,107.704975,764.7830679,100,3712.376849,21779.0208,rcp45,climate_change + lulc,2085,64477.1990952697,64864.2873781772,4700.38781404516,4728.60654986912,0.00600349097570895,-0.00600349097570895,3.56965205567561,2,-0.019040375885126,0.02971452859518,0.120401955363928,0.0334690904985612,-0.0401868793890971,-0.555731029152514,0.0144615339040836,0.040227689504761,Torreya,Torreya,californica
Galium angustifolium,425.8747027,121748.5552,4.3447287,w,b,l,w-b-l,0.554510215,39.5935929,762.5756536,849,1381.966648,15241.4946,rcp45,climate_change + lulc,2085,115353.842694856,89697.0939347207,8409.29513245498,6538.91814784114,-0.222417807337417,0.222417807337417,3.14049756202201,2.92890769024395,0.0228897447409287,-0.167450298715247,0.133510162537245,0.00652000514110915,0.0797171728873034,-0.173877133252158,0.0822625698573713,0.0700847774886154,Galium,Galium,angustifolium
Abies magnifica,585.8334143,122318.8648,5.872668557,w,b,l,w-b-l,0.546991468,217.5423614,2354.650315,67,4496.735387,19920.1437,rcp45,climate_change + lulc,2085,186669.999983694,192437.297514935,13608.2429988113,14028.6789888388,0.0308956850685445,-0.0308956850685445,3.65289733200936,1.82607480270083,-1.79822193530189,-1.98882971328634,-1.77635684190377,-1.18547097509672,-1.55736879102161,-1.7959272428308,-1.78860887755571,-1.79722634892156,Abies_3,Abies,magnifica
Hesperoyucca whipplei,820.88984,129329.8282,4.280345267,w,b,l,w-b-l,0.516471457,45.1109216,684.5279525,1701,805.2269849,22931.4969,rcp45,climate_change + lulc,2085,199114.045725759,161516.592232531,14515.4139334078,11774.5595737515,-0.188823713345723,0.188823713345723,2.90591832060906,3.23070431361257,0.944524612093753,0.940342407088245,0.902104254579425,0.878634863237313,0.85953610903506,0.762765904839018,0.842632434330453,0.807254926628665,Hesperoyucca,Hesperoyucca,whipplei
Lepechinia calycina,211.7471939,134704.4924,3.7129382,w,r,l,w-r-l,0.522477816,74.62745481,501.8867887,191,1809.564108,24555.4173,rcp45,climate_change + lulc,2085,87635.9437419194,73153.0651425115,6388.66029878593,5332.85844888909,-0.165261854679843,0.165261854679843,3.25757397360474,2.28103336724773,-0.0790868767657922,0.00342638234197112,0.135778047059568,0.090394968249151,0.0152249508775755,-0.138784752738186,0.0486898232414738,0.0277088777817991,Lepechinia,Lepechinia,calycina
Juglans californica,562.4771962,136537.5811,4.035654809,w,b,l,w-b-l,0.43512433,27.54112177,337.5568438,2514,859.9544857,5480.9136,rcp45,climate_change + lulc,2085,16966.1194645855,17246.4644524715,1236.83010896828,1257.26725858517,0.0165238131483855,-0.0165238131483855,2.93447546620587,3.40036527334994,1.08241221737509,0.787789942808879,0.967706645861664,1.02357519427402,0.930196135120672,1.09694552820382,0.897952363147041,0.837030793044584,Juglans,Juglans,californica
Delphinium hesperium,123.2716153,138614.1509,4.591890169,w,b,s,w-b-s,0.447518202,55.97033436,566.0633223,1056,1431.788071,8118.6543,rcp45,climate_change + lulc,2085,18022.534364423,5739.15748168881,1313.84275516643,418.384580415114,-0.681556579910422,0.681556579910422,3.15587873975491,3.02366391819779,-0.0960210430712097,0.28785078972301,0.138414599199149,-0.0342000790536094,0.106097843736607,0.0855368497663369,0.135365195154537,0.100031624051027,Delphinium,Delphinium,hesperium
Lonicera subspicata,299.6738935,141916.2267,4.159353271,w,b,l,w-b-l,0.464587619,39.85741541,638.2972644,359,2542.768986,12068.7408,rcp45,climate_change + lulc,2085,40323.7050128228,27581.3723704985,2939.59809543478,2010.68204580934,-0.31600103805621,0.31600103805621,3.40530690572711,2.55509444857832,0.285580606683597,0.235649861892094,0.431845137777527,0.405628830081055,0.324563813568731,0.356236679961911,0.364073945295937,0.339921849137932,Lonicera,Lonicera,subspicata
Ribes malvaceum,329.5325618,145461.4761,3.925157199,w,r,l,w-r-l,0.513105926,21.50830922,457.0032308,625,1443.178111,9711.0819,rcp45,climate_change + lulc,2085,27359.5470417061,22983.371152215,1994.51097934037,1675.48775699648,-0.15995059723833,0.15995059723833,3.15931993320784,2.79588001734408,-0.128463371484851,-0.138780849397794,0.112232836525271,-0.0178124165455403,0.0214794448075881,-0.120760841997427,0.044894661853315,0.0114227166642087,Ribes_Calobotrya,Ribes,malvaceum
Eryngium aristulatum,53.57100835,161626.514,6.997723717,w,b,s,w-b-s,0.216364237,58.88493213,366.9328668,19783,734.2636132,95662.5147,rcp45,climate_change + lulc,2085,331267.501930209,327769.159693847,24149.4008907122,23894.3717416814,-0.010560475192943,0.010560475192943,2.86585200706114,4.29629215099486,-0.383163227977136,0.0230349963484198,-0.457703408177727,-0.957995613604218,-0.113057073973941,0.514834087342809,-0.127096459706565,-0.15186758014017,Eryngium,Eryngium,aristulatum
Pinus muricata,430.195943,169793.6704,5.791769605,w,b,l,w-b-l,0.26591101,5.898503431,174.1403069,185,2051.768204,9690.3783,rcp45,climate_change + lulc,2085,42042.7382959823,45878.3765653666,3064.91562177711,3344.53365161523,0.0912318850970475,-0.0912318850970475,3.31212829532383,2.26717172840301,-1.69023273512993,-1.38408660316342,-1.29788539223182,-1.0131603848489,-1.09005448830149,-0.636582122884659,-0.971036061212926,-0.994172949889687,Pinus_Attenuatae,Pinus,muricata
Pickeringia montana,243.3438201,173935.7738,4.320376695,w,b,l,w-b-l,0.530878533,29.39487394,517.0546912,320,1898.827038,22118.8806,rcp45,climate_change + lulc,2085,85298.0896996364,90519.2889244095,6218.23073910349,6598.85616258944,0.0612112093384335,-0.0612112093384335,3.27848540714712,2.50514997831991,0.875450310597669,0.621388302892818,0.774095074355604,0.730768901655574,0.716319605820437,0.620494650024676,0.715956055252706,0.654097067482315,Pickeringia,Pickeringia,montana
Prunus ilicifolia,458.3144622,175447.1172,4.257662884,w,b,l,w-b-l,0.515515205,33.09996124,606.0025821,2373,901.7635824,21476.5587,rcp45,climate_change + lulc,2085,100209.515672147,80648.4030765158,7305.27369249953,5879.268584278,-0.195202146866262,0.195202146866262,2.95509269240093,3.37529773821734,0.303929890418338,0.179330056545661,0.474170099436436,0.288749091270326,0.433172248829818,0.293958728085501,0.41873818002498,0.383031560221546,Prunus,Prunus,ilicifolia
Muhlenbergia rigens,150.9834962,188389.812,5.743472733,w,b,s,w-b-s,0.310986427,85.31410927,588.7197262,1740,1285.415265,13329.2547,rcp45,climate_change + lulc,2085,30403.2343366625,19075.6617366799,2216.39578314269,1390.61574060396,-0.37257788018701,0.37257788018701,3.10904345308636,3.2405492482826,0.761871899833442,0.821572192071614,0.758865130078765,0.774858168920348,0.794456698465662,1.25271353037823,0.795415993245013,0.80887275860465,Muhlenbergia,Muhlenbergia,rigens
Asclepias eriocarpa,230.8774509,199277.2424,4.464462057,w,b,l,w-b-l,0.319751218,64.30031817,573.7434551,2004,1074.871131,13671.3015,rcp45,climate_change + lulc,2085,40885.3610404772,34973.2805915154,2980.54281985079,2549.55215512148,-0.144601400073456,0.144601400073456,3.0313563987163,3.30189771719521,-0.216572491000574,0.0497236544559647,0.146386055235118,-0.0793525481838118,0.118341022620181,0.49132317052744,0.115221913080398,0.100551005271438,Asclepias,Asclepias,eriocarpa
Quercus agrifolia,865.6326736,201902.8996,4.697328385,w,b,l,w-b-l,0.40842494,22.91019238,364.544611,2805,908.6829003,37560.5586,rcp45,climate_change + lulc,2085,332684.725783202,286232.673404288,24252.7165095955,20866.3618911726,-0.139627848166333,0.139627848166333,2.95841235552558,3.44793286559218,0.504670507877274,0.663855146828864,0.592400812240757,0.474747741149735,0.570088297532633,0.7466940551183,0.557259421357801,0.500589881060031,Quercus_red,Quercus,agrifolia
Aesculus californica,867.2374131,206753.5373,4.698210176,w,b,l,w-b-l,0.526159585,87.75557157,590.5674094,2223,887.8411775,43751.2995,rcp45,climate_change + lulc,2085,325425.181099779,164010.618879066,23723.4957021739,11956.3741162839,-0.496011284914124,0.496011284914124,2.94833528345384,3.34693946269899,-1.07583581915332,-0.603449426034921,-0.257124137181893,-0.666165227752099,-0.220327502417374,-0.49657591095315,-0.230820273264393,-0.300062073021269,Aesculus,Aesculus,californica
Rhododendron occidentale,339.7478676,211292.7643,8.440594085,w,b,l,w-b-l,0.524078006,88.05877524,976.539526,292,3094.806839,10260.675,rcp45,climate_change + lulc,2085,27867.2763445122,23636.5337059688,2031.52444551494,1723.10330716513,-0.151817586557093,0.151817586557093,3.49063354790402,2.46538285144842,0.224206739130853,0.233163158231735,-0.0495976091391096,0.429643855992019,0.360165297050959,0.256234025573006,0.393398395526761,0.416202122093175,Rhododendron,Rhododendron,occidentale
Platanus racemosa,622.086114,213534.6361,4.952311873,w,b,l,w-b-l,0.340004817,62.53502982,313.0390667,7971,810.8310891,32262.4782,rcp45,climate_change + lulc,2085,151332.319932759,117738.106194865,11032.1261230981,8583.10794160564,-0.221989683055286,0.221989683055286,2.90893039217407,3.90151280912994,0.645629547972251,0.481630066392595,0.706483226975995,0.481693130052851,0.698481361574769,1.06432688371056,0.681440734328745,0.671314010602726,Platanus,Platanus,racemosa
Juncus balticus,129.1263065,234796.48,7.743954092,w,b,s,w-b-s,0.19436927,99.06087857,509.4987499,4966,1001.702335,20981.6406,rcp45,climate_change + lulc,2085,57573.5352278397,27102.0891808747,4197.11071810951,1975.74230128577,-0.529261333812111,0.529261333812111,3.00073868612946,3.69600671521855,-0.0487304335952877,0.558906667110665,-0.0237292456695362,0.0755019990699975,0.467005121760961,1.17021895627819,0.465771963070274,0.437058663349217,Juncus,Juncus,balticus
Umbellularia californica,789.92072,246600.2829,6.153663004,w,b,l,w-b-l,0.563845057,60.16703585,519.4120206,1836,834.5718672,67687.1397,rcp45,climate_change + lulc,2085,519900.864695865,557310.512472837,37900.7730363286,40627.9363592698,0.0719553482544319,-0.0719553482544319,2.92146374087686,3.26387267686522,0.401142981974824,0.401167919661966,0.354244380828259,0.364851252308248,0.418969447598968,0.180418413021429,0.400969030910047,0.397357209832452,Umbellularia,Umbellularia,californica
Heteromeles arbutifolia,916.6958552,258529.1233,4.871898975,w,b,l,w-b-l,0.465710049,41.5718123,397.1315463,2293,967.428497,40849.515,rcp45,climate_change + lulc,2085,295580.309833471,287076.452744718,21547.80458686,20927.87340509,-0.028770039159726,0.028770039159726,2.98561887601044,3.36040405472994,1.02300809559088,1.1320811815014,0.805911958976667,0.798206709731403,0.769643016946807,0.829244868949772,0.749528594133574,0.716655650263077,Heteromeles,Heteromeles,arbutifolia
Mimulus cardinalis,65.05569427,258841.4157,8.302342332,w,b,s,w-b-s,0.488478051,101.6064132,867.9865458,26124,762.5642744,98772.1371,rcp45,climate_change + lulc,2085,554721.663064434,541886.174560661,40439.2092373973,39503.5021254722,-0.0231386105112006,0.0231386105112006,2.88227645502317,4.41703967508872,1.34872947420562,0.951449270315385,0.8011460449395,0.852270074717788,0.933300636685668,0.942830756882429,0.929625592739203,1.01281103389645,Mimulus_Erythranthe,Mimulus,cardinalis
Croton setiger,264.763847,265630.4185,5.172173024,w,b,l,w-b-l,0.258356328,70.76201285,321.1438154,6698,863.2585723,70373.7963,rcp45,climate_change + lulc,2085,219973.149994303,156563.601629182,16036.0426345847,11413.4865587673,-0.28826040072056,0.28826040072056,2.93614089965874,3.82594514320385,-0.334068204118618,0.138695565641103,0.19375583073792,-0.215809848860606,0.250230730104452,0.774798514810817,0.254486605364519,0.217686961256974,Croton,Croton,setiger
Dichelostemma capitatum,551.1034199,267530.101,4.982945258,w,b,l,w-b-l,0.405224933,77.3566306,455.0604266,5935,909.4733335,108534.6864,rcp45,climate_change + lulc,2085,786180.31692699,530090.585464153,57312.5451039775,38643.6036803367,-0.32573917961192,0.32573917961192,2.95878996971772,3.77342072329061,-0.202459095147722,0.017057400266773,0.305646157793067,-0.0749687231627303,0.333038328692862,0.461480290692033,0.328801277297784,0.305871732062587,Dichelostemma_Capitatum,Dichelostemma,capitatum
Frangula californica,322.426275,269936.0055,5.649784687,w,b,l,w-b-l,0.420702768,47.74212615,440.2766981,2901,993.1293296,57506.5089,rcp45,climate_change + lulc,2085,195115.418099221,192743.740408481,14223.9139794332,14051.0186757783,-0.0121552551502316,0.0121552551502316,2.99700580788542,3.46254772880266,-0.671464677480801,-0.248589694285044,-0.178238227473184,-0.363454457991979,-0.0695262625698196,0.0186279464313195,-0.072147078586426,-0.095523678883401,Frangula,Frangula,californica
Pinus lambertiana,828.0264223,270603.6599,6.603751533,w,b,l,w-b-l,0.636010871,132.9364116,1442.673634,151,2780.241676,49276.4634,rcp45,climate_change + lulc,2085,456694.459332029,351402.212437381,33293.0260853049,25617.2212866851,-0.230552932585718,0.230552932585718,3.44408254915234,2.17897694729317,0.212433320322257,0.421656218969123,0.301141334057298,0.520526582475592,0.427817804188075,0.0241740206342191,0.446653977518526,0.523256924038723,Pinus_Strobus,Pinus,lambertiana
Rosa californica,329.2037202,273878.5543,5.895515324,w,b,l,w-b-l,0.252476448,61.86819906,305.8854445,6961,910.8450004,38738.8413,rcp45,climate_change + lulc,2085,136584.21249066,116255.332977124,9956.98909056909,8475.01377403234,-0.14883769612045,0.14883769612045,2.95944447884102,3.84267163376079,-0.278215990372679,0.0212819950154876,0.0753403099411592,-0.217863584767921,0.201838216087289,0.762858541972467,0.202574397126325,0.17462795841305,Rosa,Rosa,californica
Sambucus nigra,311.4182837,275663.9119,5.876645835,w,b,l,w-b-l,0.314054019,69.06675999,394.8140459,7124,889.3328109,52199.9721,rcp45,climate_change + lulc,2085,140351.267112856,114011.321147855,10231.6073725272,8311.42531167864,-0.187671593615332,0.187671593615332,2.94906431540118,3.85272391079121,-0.769550157010116,-0.173320505636595,-0.172711377219201,-0.56484121192958,-0.00321217144888517,0.349323064724866,0.000843671515005073,-0.0353465682999351,Sambucus,Sambucus,nigra
Calocedrus decurrens,877.5580717,283224.862,6.793547623,w,b,l,w-b-l,0.572529915,150.0826114,1425.120041,432,1133.682712,64593.5553,rcp45,climate_change + lulc,2085,590273.782668524,440795.701702597,43030.9587565354,32134.0066541193,-0.253235168755359,0.253235168755359,3.05449152394968,2.63548374681491,0.230933549659793,0.533263747634701,0.29080623114519,0.513774481206986,0.486820158657073,0.208690623165678,0.4633136149555,0.558053289722908,Calocedrus,Calocedrus,decurrens
Salix lasiolepis,419.0936431,287459.76,6.254997874,w,b,l,w-b-l,0.26267614,72.48860308,321.3501427,8684,873.9870826,42346.152,rcp45,climate_change + lulc,2085,178025.112096731,153492.378542179,12978.0306718517,11189.5943957248,-0.137804904407094,0.137804904407094,2.94150501387354,3.93871981478238,1.11408745627657,0.628285523427432,0.786309582517356,0.723423936913687,0.823674089658714,1.44295415738814,0.801468084427638,0.823140678246526,Salix_Vetrix,Salix,lasiolepis
Quercus chrysolepis,761.497744,291381.5171,6.585834484,w,b,l,w-b-l,0.692209933,109.3005993,1148.793329,225,1803.752141,79404.138,rcp45,climate_change + lulc,2085,689349.307380688,477479.594577553,50253.5645080521,34808.2624447036,-0.307347393454523,0.307347393454523,3.25617685959646,2.35218251811136,1.04642323734876,0.831486087118369,0.789548753030291,0.934299585603443,0.86060068290987,0.316230638868859,0.876058502921167,0.935593696911841,Quercus_intermediate,Quercus,chrysolepis
Chorizanthe orcuttiana,29.52744955,217.6024895,2.644866905,n,r,s,n-r-s,0.220633966,2.54718453,78.3880032,85,1179.913309,65.9016,rcp85,climate_change + lulc,2085,694.916060349975,82.0081137284396,50.6593807995132,5.97839149080327,-0.881988461042132,0.881988461042132,3.07185009984342,1.92941892571429,1.78534995208591,2.17925469044689,2.25734223357287,2.38718929293388,2.952414505553,2.4648522882644,2.80175012161592,2.75591675811703,Eriogonoideae_Eriogonum+,Chorizanthe,orcuttiana
Calochortus tiburonensis,22.85897402,282.6376439,5.455491881,n,b,s,n-b-s,0.421755052,2.636530386,157.3338602,76,897.5365776,832.0077,rcp85,climate_change + lulc,2085,7226.43787535422,4583.45705153193,526.807321113322,334.134019056678,-0.365737707762793,0.365737707762793,2.95305215655525,1.88081359228079,0.536448999885046,0.939103757707055,2.05200031793107,1.05671200106459,1.70396580013191,1.79235752671732,1.63391359675073,1.5743409695221,Calochortus_Bay_Area+Pacific_NW,Calochortus,tiburonensis
Calochortus obispoensis,21.58444034,464.8235679,3.36630083,n,r,s,n-r-s,0.415286496,11.5327862,278.6667622,9,547.0820393,985.4622,rcp85,climate_change + lulc,2085,8441.50737480204,0,615.385887623069,0,-1,1,2.73805245712633,0.954242509439325,0.0789123641166105,0.0908721476793952,0.308477392793116,0.0902906918655409,0.578449002736007,0.38881318286364,0.58306884926679,0.603423817142635,Calochortus_San_Diego,Calochortus,obispoensis
Deinandra conjugens,37.55760227,484.0647784,2.502119093,n,r,s,n-r-s,0.249827443,13.00032757,163.9322488,224,777.194868,570.078,rcp85,climate_change + lulc,2085,3437.41901444765,1260.50766163305,250.587846153234,91.8910085330495,-0.633298222784284,0.633298222784284,2.89052992418889,2.35024801833416,0.436525199571112,0.745150895848983,0.767756660832356,1.21635285651867,1.34198162373506,0.775453714068589,1.30774279280002,1.29115675229117,Deinandra,Deinandra,conjugens
Arctostaphylos rudis,53.30377997,553.6718223,1.12757608,n,r,s,n-r-s,0.143534825,12.85293535,126.1634426,29,843.576827,578.1699,rcp85,climate_change + lulc,2085,4806.57321316508,322.163655147582,350.399187239734,23.4857304602587,-0.932974358059255,0.932974358059255,2.92612464119043,1.46239799789896,1.63763354682906,2.07418231846645,1.59404238805409,1.77127660722618,2.69446118882755,1.92044459392513,2.59553178272035,2.5669560892338,Arctostaphylos,Arctostaphylos,rudis
Ceanothus verrucosus,54.47641232,1162.55165,3.466187561,n,r,s,n-r-s,0.309525438,9.019009412,134.9505571,26,601.2185178,1386.1206,rcp85,climate_change + lulc,2085,5325.46761297198,482.522774678932,388.226588985658,35.1759102740941,-0.909393351016992,0.909393351016992,2.7790323485857,1.41497334797082,0.951786337501475,1.26638985584133,1.47147498250049,1.05333483258205,1.78963167931488,1.43731830295578,1.74790915519103,1.72406348568425,Ceanothus_Cerastes,Ceanothus,verrucosus
Lupinus tidestromii,112.7645786,2894.221927,6.530743224,n,b,s,n-b-s,0.189230248,2.932030266,55.8679959,469,688.6091485,5455.5444,rcp85,climate_change + lulc,2085,29595.2071229753,2833.61122826431,2157.4905992649,206.570258540468,-0.904254387661828,0.904254387661828,2.8379727882157,2.67117284271508,1.94899494961277,2.66388687228036,4.04273343321345,3.40341669006715,3.07368745547467,2.51847257948286,2.92226787065718,2.88477743322516,Lupinus_petioled,Lupinus,tidestromii
Poa stebbinsii,103.8312915,4705.313037,5.320721455,n,b,s,n-b-s,0.450381419,243.5365193,3121.361288,5,773.5259873,3530.1825,rcp85,climate_change + lulc,2085,13767.7914507091,5952.54104453884,1003.67199675669,433.940242146882,-0.567647355361978,0.567647355361978,2.8884749087935,0.698970004336019,0.21218272975851,0.684591298719186,1.21414271944479,-0.113848243548934,1.02810396960756,1.09789140541543,1.20183980277787,1.23053324530062,Dissanthelium+Poa,Poa,stebbinsii
Acanthomintha ilicifolia,66.63600769,5622.993351,3.027907378,n,r,s,n-r-s,0.333392874,23.51181094,336.226532,370,1038.125415,2023.1208,rcp85,climate_change + lulc,2085,11663.1010464119,1673.37884451658,850.240066283428,121.989317765258,-0.856523677720226,0.856523677720226,3.01624982340864,2.568201724067,0.492848060190278,0.731817641502147,0.772716068365267,1.2199379136435,1.14891648902652,0.806108526304487,1.14519918668072,1.14044926322705,Acanthomintha,Acanthomintha,ilicifolia
Abies bracteata,175.6569198,5902.718186,3.510583947,n,r,s,n-r-s,0.779357229,8.527995095,889.8526938,7,924.5788489,1572.2343,rcp85,climate_change + lulc,2085,17044.4142742753,13759.0458160639,1242.53780059467,1003.03443999106,-0.192753379807832,0.192753379807832,2.96594395409116,0.845098040014257,-1.93570823621828,-1.54877996976692,-1.72214744669343,-1.88042293191259,-1.51159348348452,-0.548146916542365,-1.56393512806217,-1.36452002834384,Abies_1,Abies,bracteata
Artemisia rothrockii,90.57976901,6505.640275,5.9140226,n,b,s,n-b-s,0.370171875,243.7378828,2894.217746,16,5954.776324,164.0979,rcp85,climate_change + lulc,2085,949.793510645628,11.2216882198118,69.2399469260663,0.818061071224276,-0.988185128563172,0.988185128563172,3.77486545295953,1.20411998265592,-0.392667521311518,-0.315002251819998,-0.0424809504653976,-0.308801021049365,-0.244270284953835,-0.523224694338036,-0.465289888880019,-0.638900257439893,Artemisia_Tridentatae,Artemisia,rothrockii
Picea breweriana,85.59552631,7928.676401,4.762263261,n,b,s,n-b-s,0.78320787,61.25425254,1559.860214,26,2797.975596,1765.2735,rcp85,climate_change + lulc,2085,6610.57985406369,3312.25529568456,481.911271361243,241.463411055405,-0.498946330154618,0.498946330154618,3.44684392224703,1.41497334797082,-1.59987288822153,-1.51450289262832,-1.43900386480799,-1.4775588788427,-1.41759548555515,-0.358236924326192,-1.53221732763167,-1.34332381658659,Picea_1,Picea,breweriana
Hesperocyparis stephensonii,26.60721162,8241.368121,6.011690075,n,b,s,n-b-s,0.572964754,50.22598451,1099.855195,702,894.7990824,5554.98,rcp85,climate_change + lulc,2085,33357.292828625,19807.3254317758,2431.74664720676,1443.95402397645,-0.406207046430986,0.406207046430986,2.95172553006382,2.84633711212981,0.301359516398987,0.531047219415642,1.67952195499543,1.49655734191446,1.20755583940711,1.71841487020438,1.24816773976431,1.20314926747777,Hesperocyparis_2,Hesperocyparis,stephensonii
Minuartia obtusiloba,19.18966608,8416.598066,6.227666337,n,b,s,n-b-s,0.639750047,251.9235678,3221.565323,2,9011.692405,6782.8347,rcp85,climate_change + lulc,2085,54658.4243888408,25909.6822384857,3984.59913794649,1888.81583518561,-0.525970927113379,0.525970927113379,3.95480635958409,0.301029995663981,-0.459710105462272,-0.405946770110973,0.418650121362909,-0.791608340296845,0.0439340644616391,0.735482715636228,0.0489316465605391,-0.0225392079832381,Minuartia+Sagina,Minuartia,obtusiloba
Phacelia insularis,274.8500505,8617.541566,6.732365124,n,b,l,n-b-l,0.207518695,1.184818927,45.97204869,9,56168.96454,126.1899,rcp85,climate_change + lulc,2085,1222.9868843448,737.538474446868,89.1557438687361,53.7665547871766,-0.39693672606964,0.39693672606964,4.74949641784607,0.954242509439325,-0.29817315407214,0.581673007472453,0.967760055587293,-0.490808580068987,0.355856925450323,-0.36951223315202,0.429540013825075,0.430967528750252,Phacelia_Phacelia,Phacelia,insularis
Quercus sadleriana,222.0156009,10247.7637,4.286677537,n,b,l,n-b-l,0.700052994,43.63097928,1338.958809,30,2442.676166,2014.8102,rcp85,climate_change + lulc,2085,10601.69649674,1472.56440384313,772.863674612345,107.349945040165,-0.861101060165612,0.861101060165612,3.387865894873,1.47712125471966,-0.406723579813464,0.00071310137641359,-0.18692845151751,-0.320856228380377,-0.131767452746645,0.684783300778394,-0.171776240735119,-0.0522347709126299,Quercus_white,Quercus,sadleriana
Pinus torreyana,168.7447994,10342.83107,3.169518052,n,r,s,n-r-s,0.257028075,1.72061534,68.45079302,151,1311.482722,163.7334,rcp85,climate_change + lulc,2085,1692.70396229744,505.224635197394,123.398118851483,36.83087590589,-0.701528060162586,0.701528060162586,3.11776257339417,2.17897694729317,1.083915517277,1.79438059832016,1.51319469803232,1.68142890692545,1.96192123480736,1.49222697741273,1.88573017786817,1.84383005242925,Pinus_Ponderosae,Pinus,torreyana
Pinus quadrifolia,66.75107483,10581.66398,3.269799488,n,r,s,n-r-s,0.346960737,80.84636657,1429.045565,5,41364.46306,1507.2804,rcp85,climate_change + lulc,2085,9489.52071162201,22.7201028261334,691.786059877245,1.65629549602513,-0.997605769193558,0.997605769193558,4.6166273912503,0.698970004336019,-0.135606383587013,-0.112474143290663,-0.0566202801622875,-0.189887099091327,-0.0415859137146256,-0.277026651691144,0.0640836258811238,0.112922584634614,Pinus_Cembroides,Pinus,quadrifolia
Sequoiadendron giganteum,1314.602913,11397.83111,3.580036075,n,r,l,n-r-l,0.674996499,219.3781542,1935.206876,9,11432.09932,4403.8161,rcp85,climate_change + lulc,2085,37387.6012763184,4227.11747223827,2725.55613304361,308.15686372617,-0.886937986713907,0.886937986713907,4.05812598887079,0.954242509439325,1.27517138105437,1.11118231160909,1.74919629088258,0.923392383882203,2.07151674972586,2.91193925466364,2.21563906077114,2.43300404589471,Sequoiadendron,Sequoiadendron,giganteum
Xylococcus bicolor,160.4155681,14176.86379,3.141144842,n,r,s,n-r-s,0.39939973,22.60998799,300.9092639,539,794.6193444,6612.6861,rcp85,climate_change + lulc,2085,46564.2187888731,9592.5498611119,3394.53154970885,699.296884875056,-0.793993110791668,0.793993110791668,2.90015913341493,2.73158876518674,0.316304877047702,0.736850495995155,0.514985877388292,1.00165894250001,0.85895602232709,0.703385732675733,0.857220358841655,0.85713395602324,Xylococcus,Xylococcus,bicolor
Ribes lasianthum,172.7686688,14764.7247,3.439871826,n,r,s,n-r-s,0.777051071,237.1172882,2645.994442,10,35200.04322,1365.417,rcp85,climate_change + lulc,2085,758.770488291979,919.196053295572,55.3143685964853,67.0093922852471,0.211428313935504,-0.211428313935504,4.54654319672234,1,-2.45297980154149,-2.02286463130569,-2.19346442683881,-2.46842044917192,-2.20211936719206,-0.99609175864145,-2.30827687442534,-2.52800064343558,Ribes_Grossularia,Ribes,lasianthum
Pseudotsuga macrocarpa,577.7737892,29817.65347,1.808926555,w,r,l,w-r-l,0.789623104,41.58516933,1394.724614,51,1402.433995,8828.6274,rcp85,climate_change + lulc,2085,89022.5768402393,38583.2209857983,6489.74585165345,2812.71680986469,-0.566590607065441,0.566590607065441,3.14688243051156,1.70757017609794,0.631550042724947,1.84707593328934,0.440731246909801,0.57024201238898,1.16468596238697,2.34705987074069,1.21593045742042,1.15451947036239,Pseudotsuga,Pseudotsuga,macrocarpa
Adenostoma sparsifolium,506.9897147,31451.73186,3.400002076,w,r,l,w-r-l,0.439662129,56.2658211,1092.430274,32,642.3338981,4747.1751,rcp85,climate_change + lulc,2085,44719.1502020649,23739.3966100063,3260.02604973053,1730.60201286946,-0.469144728762979,0.469144728762979,2.80776084178572,1.50514997831991,-0.50451840719895,0.297134848094377,-0.406840268755382,-0.60105652807454,-0.120571731824233,-0.225872298925874,-0.175857489431193,-0.136058023295212,Adenostoma,Adenostoma,sparsifolium
Keckiella antirrhinoides,264.4964156,34934.51912,3.068821822,w,r,l,w-r-l,0.455969465,47.54468168,585.3365011,290,787.3947494,9469.5642,rcp85,climate_change + lulc,2085,59415.8276740495,14172.325516585,4331.41383743821,1033.16253015904,-0.76147221924883,0.76147221924883,2.89619251444937,2.46239799789896,0.694775912190009,1.21935049557345,0.693012199967799,1.05422982181333,1.07708307466068,1.14388672026547,1.06814319825443,1.06800872347913,Keckiella_3,Keckiella,antirrhinoides
Rhus integrifolia,409.4985358,34958.01751,4.21751141,w,b,l,w-b-l,0.383400554,11.29317944,181.3713135,400,1487.445969,1198.1844,rcp85,climate_change + lulc,2085,22205.7585929894,14629.595037758,1618.79980142893,1066.49747825256,-0.341180127826088,0.341180127826088,3.17244119907868,2.60205999132796,-0.429736908872797,0.353923463708455,-0.158615039505066,-0.0568363759763203,-0.0371334076336205,-0.268815437501184,-0.00258692626770364,0.0113781719870156,Rhus_2,Rhus,integrifolia
