sp,model,year,scen,rcp,change_driver,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure
Quercus agrifolia,meanthr,2085,cnrm,rcp45,climate_change + lulc,332684.7258,280826.8278,24252.71651,20472.27575,-0.155877003,0.155877003
Quercus agrifolia,meanthr,2085,hades,rcp45,climate_change + lulc,332684.7258,291638.519,24252.71651,21260.44804,-0.123378693,0.123378693
Quercus agrifolia,meanthr,2085,cnrm,rcp85,climate_change + lulc,332684.7258,272351.4409,24252.71651,19854.42004,-0.181352735,0.181352735
Quercus agrifolia,meanthr,2085,hades,rcp85,climate_change + lulc,332684.7258,296001.9115,24252.71651,21578.53935,-0.110262995,0.110262995
Quercus agrifolia,meanthr,2085,hades,rcp45,lulc,332684.7258,305785.7683,24252.71651,22291.78251,-0.0808542,0.0808542
Quercus agrifolia,meanthr,2085,hades,rcp85,lulc,332684.7258,282269.5098,24252.71651,20577.44727,-0.151540519,0.151540519
Quercus chrysolepis,meanthr,2085,cnrm,rcp45,climate_change,689349.3074,480669.2115,50253.56451,35040.78552,-0.302720397,0.302720397
Quercus chrysolepis,meanthr,2085,hades,rcp45,climate_change,689349.3074,490823.7178,50253.56451,35781.04903,-0.28798983,0.28798983
Quercus chrysolepis,meanthr,2085,cnrm,rcp85,climate_change,689349.3074,577712.0499,50253.56451,42115.20844,-0.161945847,0.161945847
Quercus chrysolepis,meanthr,2085,hades,rcp85,climate_change,689349.3074,465399.703,50253.56451,33927.63835,-0.324871008,0.324871008
Quercus chrysolepis,meanthr,2085,cnrm,rcp45,climate_change + lulc,689349.3074,471267.7134,50253.56451,34355.41631,-0.316358618,0.316358618
Quercus chrysolepis,meanthr,2085,hades,rcp45,climate_change + lulc,689349.3074,483691.4757,50253.56451,35261.10858,-0.298336169,0.298336169
Quercus chrysolepis,meanthr,2085,cnrm,rcp85,climate_change + lulc,689349.3074,548310.0389,50253.56451,39971.80183,-0.204597679,0.204597679
Quercus chrysolepis,meanthr,2085,hades,rcp85,climate_change + lulc,689349.3074,448287.2725,50253.56451,32680.14216,-0.349695042,0.349695042
Quercus chrysolepis,meanthr,2085,hades,rcp45,lulc,689349.3074,674721.4889,50253.56451,49187.19654,-0.021219748,0.021219748
Quercus chrysolepis,meanthr,2085,hades,rcp85,lulc,689349.3074,650495.3876,50253.56451,47421.11376,-0.056363181,0.056363181
Quercus douglasii,meanthr,2085,cnrm,rcp45,climate_change,736188.916,344013.9336,53668.17198,25078.61576,-0.532709708,0.532709708
Quercus douglasii,meanthr,2085,hades,rcp45,climate_change,736188.916,331112.4124,53668.17198,24138.09486,-0.55023445,0.55023445
Quercus douglasii,meanthr,2085,cnrm,rcp85,climate_change,736188.916,233173.1826,53668.17198,16998.32501,-0.683269909,0.683269909
Quercus douglasii,meanthr,2085,hades,rcp85,climate_change,736188.916,117599.3622,53668.17198,8572.993502,-0.84025926,0.84025926
Quercus douglasii,meanthr,2085,cnrm,rcp45,climate_change + lulc,736188.916,328859.7686,53668.17198,23973.87713,-0.553294322,0.553294322
Quercus douglasii,meanthr,2085,hades,rcp45,climate_change + lulc,736188.916,320044.7268,53668.17198,23331.26058,-0.565268208,0.565268208
Quercus douglasii,meanthr,2085,cnrm,rcp85,climate_change + lulc,736188.916,219643.3144,53668.17198,16011.99762,-0.701648164,0.701648164
Quercus douglasii,meanthr,2085,hades,rcp85,climate_change + lulc,736188.916,115229.0792,53668.17198,8400.199872,-0.843478927,0.843478927
Quercus douglasii,meanthr,2085,hades,rcp45,lulc,736188.916,684932.1984,53668.17198,49931.55726,-0.069624408,0.069624408
Quercus douglasii,meanthr,2085,hades,rcp85,lulc,736188.916,646494.5034,53668.17198,47129.4493,-0.121836136,0.121836136
Quercus dumosa,meanthr,2085,cnrm,rcp45,climate_change,331048.4178,365267.4368,24133.42966,26627.99614,0.103365602,-0.103365602
Quercus dumosa,meanthr,2085,hades,rcp45,climate_change,331048.4178,383988.1955,24133.42966,27992.73945,0.159915513,-0.159915513
Quercus dumosa,meanthr,2085,cnrm,rcp85,climate_change,331048.4178,413548.8431,24133.42966,30147.71066,0.249209544,-0.249209544
Quercus dumosa,meanthr,2085,hades,rcp85,climate_change,331048.4178,435887.1129,24133.42966,31776.17053,0.316686894,-0.316686894
Quercus dumosa,meanthr,2085,cnrm,rcp45,climate_change + lulc,311323.159,316227.0168,22695.45829,23052.94952,0.015751664,-0.015751664
Quercus dumosa,meanthr,2085,hades,rcp45,climate_change + lulc,311323.159,333476.8933,22695.45829,24310.46552,0.07115993,-0.07115993
Quercus dumosa,meanthr,2085,cnrm,rcp85,climate_change + lulc,311323.159,336123.6526,22695.45829,24503.41427,0.079661576,-0.079661576
Quercus dumosa,meanthr,2085,hades,rcp85,climate_change + lulc,311323.159,357090.223,22695.45829,26031.87726,0.147008222,-0.147008222
Quercus dumosa,meanthr,2085,hades,rcp45,lulc,331048.4178,304475.9427,24133.42966,22196.29622,-0.08026764,0.08026764
Quercus dumosa,meanthr,2085,hades,rcp85,lulc,331048.4178,283416.1386,24133.42966,20661.0365,-0.14388312,0.14388312
Quercus engelmannii,meanthr,2085,cnrm,rcp45,climate_change,45562.80549,31968.34899,3321.52852,2330.492642,-0.298367415,0.298367415
Quercus engelmannii,meanthr,2085,hades,rcp45,climate_change,45562.80549,26618.66794,3321.52852,1940.500893,-0.415780752,0.415780752
Quercus engelmannii,meanthr,2085,cnrm,rcp85,climate_change,45562.80549,14767.07522,3321.52852,1076.519784,-0.67589627,0.67589627
Quercus engelmannii,meanthr,2085,hades,rcp85,climate_change,45562.80549,18862.86389,3321.52852,1375.102778,-0.58600302,0.58600302
Quercus engelmannii,meanthr,2085,cnrm,rcp45,climate_change + lulc,45562.80549,28538.38133,3321.52852,2080.447999,-0.373647408,0.373647408
Quercus engelmannii,meanthr,2085,hades,rcp45,climate_change + lulc,45562.80549,24481.46812,3321.52852,1784.699026,-0.46268743,0.46268743
Quercus engelmannii,meanthr,2085,cnrm,rcp85,climate_change + lulc,45562.80549,10602.6699,3321.52852,772.9346361,-0.767295499,0.767295499
Quercus engelmannii,meanthr,2085,hades,rcp85,climate_change + lulc,45562.80549,15982.91664,3321.52852,1165.154623,-0.649211315,0.649211315
Quercus engelmannii,meanthr,2085,hades,rcp45,lulc,45562.80549,40853.32864,3321.52852,2978.207658,-0.103362311,0.103362311
Quercus engelmannii,meanthr,2085,hades,rcp85,lulc,45562.80549,37108.15965,3321.52852,2705.184838,-0.185560256,0.185560256
Quercus kelloggii,meanthr,2085,cnrm,rcp45,climate_change,694474.3078,527833.3818,50627.17704,38479.05353,-0.239952615,0.239952615
Quercus kelloggii,meanthr,2085,hades,rcp45,climate_change,694474.3078,553375.0999,50627.17704,40341.04478,-0.203174122,0.203174122
Quercus kelloggii,meanthr,2085,cnrm,rcp85,climate_change,694474.3078,567886.7041,50627.17704,41398.94073,-0.182278311,0.182278311
Quercus kelloggii,meanthr,2085,hades,rcp85,climate_change,694474.3078,452718.5854,50627.17704,33003.18488,-0.34811327,0.34811327
Quercus kelloggii,meanthr,2085,cnrm,rcp45,climate_change + lulc,694474.3078,516175.508,50627.17704,37629.19453,-0.256739231,0.256739231
Quercus kelloggii,meanthr,2085,hades,rcp45,climate_change + lulc,694474.3078,544592.4034,50627.17704,39700.78621,-0.215820661,0.215820661
Quercus kelloggii,meanthr,2085,cnrm,rcp85,climate_change + lulc,694474.3078,537924.8342,50627.17704,39214.72041,-0.225421548,0.225421548
Quercus kelloggii,meanthr,2085,hades,rcp85,climate_change + lulc,694474.3078,436632.5883,50627.17704,31830.51569,-0.37127611,0.37127611
Quercus kelloggii,meanthr,2085,hades,rcp45,lulc,694474.3078,678382.5221,50627.17704,49454.08586,-0.023171175,0.023171175
Quercus kelloggii,meanthr,2085,hades,rcp85,lulc,694474.3078,652325.6637,50627.17704,47554.54088,-0.060691438,0.060691438
Quercus lobata,meanthr,2085,cnrm,rcp45,climate_change,359909.3853,276905.5224,26237.39419,20186.41258,-0.230624336,0.230624336
Quercus lobata,meanthr,2085,hades,rcp45,climate_change,359909.3853,233820.7877,26237.39419,17045.53542,-0.350334286,0.350334286
Quercus lobata,meanthr,2085,cnrm,rcp85,climate_change,359909.3853,152280.4336,26237.39419,11101.24361,-0.576892296,0.576892296
Quercus lobata,meanthr,2085,hades,rcp85,climate_change,359909.3853,188999.0256,26237.39419,13778.02897,-0.474870528,0.474870528
Quercus lobata,meanthr,2085,cnrm,rcp45,climate_change + lulc,359909.3853,258081.3079,26237.39419,18814.12734,-0.282926985,0.282926985
Quercus lobata,meanthr,2085,hades,rcp45,climate_change + lulc,359909.3853,218331.6578,26237.39419,15916.37785,-0.39337048,0.39337048
Quercus lobata,meanthr,2085,cnrm,rcp85,climate_change + lulc,359909.3853,134019.8276,26237.39419,9770.045431,-0.627628973,0.627628973
Quercus lobata,meanthr,2085,hades,rcp85,climate_change + lulc,359909.3853,166805.5922,26237.39419,12160.12767,-0.536534475,0.536534475
Quercus lobata,meanthr,2085,hades,rcp45,lulc,359909.3853,329949.3432,26237.39419,24053.30712,-0.083243292,0.083243292
Quercus lobata,meanthr,2085,hades,rcp85,lulc,359909.3853,306120.5972,26237.39419,22316.19153,-0.149450918,0.149450918
Quercus sadleriana,meanthr,2085,cnrm,rcp45,climate_change,10601.6965,3554.072149,772.8636746,259.0918597,-0.664763828,0.664763828
Quercus sadleriana,meanthr,2085,hades,rcp45,climate_change,10601.6965,339.4429318,772.8636746,24.74538973,-0.967982206,0.967982206
Quercus sadleriana,meanthr,2085,cnrm,rcp85,climate_change,10601.6965,2545.242422,772.8636746,185.5481725,-0.759921214,0.759921214
Quercus sadleriana,meanthr,2085,hades,rcp85,climate_change,10601.6965,401.9196619,772.8636746,29.29994335,-0.962089118,0.962089118
Quercus sadleriana,meanthr,2085,cnrm,rcp45,climate_change + lulc,10601.6965,3553.591883,772.8636746,259.0568483,-0.664809129,0.664809129
Quercus sadleriana,meanthr,2085,hades,rcp45,climate_change + lulc,10601.6965,339.4429318,772.8636746,24.74538973,-0.967982206,0.967982206
Quercus sadleriana,meanthr,2085,cnrm,rcp85,climate_change + lulc,10601.6965,2543.209146,772.8636746,185.3999467,-0.760113002,0.760113002
Quercus sadleriana,meanthr,2085,hades,rcp85,climate_change + lulc,10601.6965,401.9196619,772.8636746,29.29994335,-0.962089118,0.962089118
Quercus sadleriana,meanthr,2085,hades,rcp45,lulc,10601.6965,10601.17126,772.8636746,772.8253851,-4.95E-05,4.95E-05
Quercus sadleriana,meanthr,2085,hades,rcp85,lulc,10601.6965,10597.20751,772.8636746,772.5364276,-0.000423421,0.000423421
Quercus wislizeni,meanthr,2085,cnrm,rcp45,climate_change,535522.6976,312460.5114,39039.60466,22778.37128,-0.416531712,0.416531712
Quercus wislizeni,meanthr,2085,hades,rcp45,climate_change,535522.6976,271355.1794,39039.60466,19781.79257,-0.493289116,0.493289116
Quercus wislizeni,meanthr,2085,cnrm,rcp85,climate_change,535522.6976,299695.4965,39039.60466,21847.80169,-0.440368265,0.440368265
Quercus wislizeni,meanthr,2085,hades,rcp85,climate_change,535522.6976,166736.1914,39039.60466,12155.06835,-0.68864776,0.68864776
Quercus wislizeni,meanthr,2085,cnrm,rcp45,climate_change + lulc,535522.6976,297197.2809,39039.60466,21665.68178,-0.445033269,0.445033269
Quercus wislizeni,meanthr,2085,hades,rcp45,climate_change + lulc,535522.6976,260022.7114,39039.60466,18955.65566,-0.514450625,0.514450625
Quercus wislizeni,meanthr,2085,cnrm,rcp85,climate_change + lulc,535522.6976,274834.892,39039.60466,20035.46363,-0.486791329,0.486791329
Quercus wislizeni,meanthr,2085,hades,rcp85,climate_change + lulc,535522.6976,154774.7491,39039.60466,11283.07921,-0.710983774,0.710983774
Quercus wislizeni,meanthr,2085,hades,rcp45,lulc,535522.6976,504395.6727,39039.60466,36770.44454,-0.058124567,0.058124567
Quercus wislizeni,meanthr,2085,hades,rcp85,lulc,535522.6976,475328.9913,39039.60466,34651.48347,-0.112401784,0.112401784
Rhododendron occidentale,meanthr,2085,cnrm,rcp45,climate_change,27867.27634,26109.25662,2031.524446,1903.364807,-0.063085452,0.063085452
Rhododendron occidentale,meanthr,2085,hades,rcp45,climate_change,27867.27634,22768.83829,2031.524446,1659.848311,-0.182954301,0.182954301
Rhododendron occidentale,meanthr,2085,cnrm,rcp85,climate_change,27867.27634,24552.021,2031.524446,1789.842331,-0.11896589,0.11896589
Rhododendron occidentale,meanthr,2085,hades,rcp85,climate_change,27867.27634,26203.29669,2031.524446,1910.220328,-0.059710882,0.059710882
Rhododendron occidentale,meanthr,2085,cnrm,rcp45,climate_change + lulc,27867.27634,25225.38963,2031.524446,1838.930904,-0.094802473,0.094802473
Rhododendron occidentale,meanthr,2085,hades,rcp45,climate_change + lulc,27867.27634,22047.67778,2031.524446,1607.27571,-0.2088327,0.2088327
Rhododendron occidentale,meanthr,2085,cnrm,rcp85,climate_change + lulc,27867.27634,21747.24564,2031.524446,1585.374207,-0.219613522,0.219613522
Rhododendron occidentale,meanthr,2085,hades,rcp85,climate_change + lulc,27867.27634,23255.84964,2031.524446,1695.351439,-0.165478199,0.165478199
Rhododendron occidentale,meanthr,2085,hades,rcp45,lulc,27867.27634,27045.81809,2031.524446,1971.640139,-0.029477522,0.029477522
Rhododendron occidentale,meanthr,2085,hades,rcp85,lulc,27867.27634,24663.75982,2031.524446,1797.988091,-0.114956212,0.114956212
Rhus integrifolia,meanthr,2085,cnrm,rcp45,climate_change,22205.75859,19068.83706,1618.799801,1390.118222,-0.141266128,0.141266128
Rhus integrifolia,meanthr,2085,hades,rcp45,climate_change,22205.75859,24585.49655,1618.799801,1792.282699,0.107167605,-0.107167605
Rhus integrifolia,meanthr,2085,cnrm,rcp85,climate_change,22205.75859,13735.28226,1618.799801,1001.302076,-0.381454041,0.381454041
Rhus integrifolia,meanthr,2085,hades,rcp85,climate_change,22205.75859,25377.98665,1618.799801,1850.055227,0.1428561,-0.1428561
Rhus integrifolia,meanthr,2085,cnrm,rcp45,climate_change + lulc,22205.75859,15910.52056,1618.799801,1159.876949,-0.283495743,0.283495743
Rhus integrifolia,meanthr,2085,hades,rcp45,climate_change + lulc,22205.75859,19858.51248,1618.799801,1447.68556,-0.105704388,0.105704388
Rhus integrifolia,meanthr,2085,cnrm,rcp85,climate_change + lulc,22205.75859,10498.87522,1618.799801,765.3680032,-0.527200335,0.527200335
Rhus integrifolia,meanthr,2085,hades,rcp85,climate_change + lulc,22205.75859,18760.31486,1618.799801,1367.626953,-0.15515992,0.15515992
Rhus integrifolia,meanthr,2085,hades,rcp45,lulc,22205.75859,17897.22655,1618.799801,1304.707815,-0.19402769,0.19402769
Rhus integrifolia,meanthr,2085,hades,rcp85,lulc,22205.75859,16566.42418,1618.799801,1207.692323,-0.253958197,0.253958197
Rhus ovata,meanthr,2085,cnrm,rcp45,climate_change,119052.5587,112659.5394,8678.93153,8212.880423,-0.053699134,0.053699134
Rhus ovata,meanthr,2085,hades,rcp45,climate_change,119052.5587,104311.5765,8678.93153,7604.313926,-0.123819113,0.123819113
Rhus ovata,meanthr,2085,cnrm,rcp85,climate_change,119052.5587,92786.44066,8678.93153,6764.131524,-0.220626237,0.220626237
Rhus ovata,meanthr,2085,hades,rcp85,climate_change,119052.5587,117459.6895,8678.93153,8562.811366,-0.013379546,0.013379546
Rhus ovata,meanthr,2085,cnrm,rcp45,climate_change + lulc,119052.5587,103987.5584,8678.93153,7580.69301,-0.126540752,0.126540752
Rhus ovata,meanthr,2085,hades,rcp45,climate_change + lulc,119052.5587,96723.77727,8678.93153,7051.163363,-0.187553982,0.187553982
Rhus ovata,meanthr,2085,cnrm,rcp85,climate_change + lulc,119052.5587,75469.15899,8678.93153,5501.701691,-0.366085368,0.366085368
Rhus ovata,meanthr,2085,hades,rcp85,climate_change + lulc,119052.5587,100967.641,8678.93153,7360.541027,-0.151907006,0.151907006
Rhus ovata,meanthr,2085,hades,rcp45,lulc,119052.5587,109831.0201,8678.93153,8006.681368,-0.07745771,0.07745771
Rhus ovata,meanthr,2085,hades,rcp85,lulc,119052.5587,102251.6213,8678.93153,7454.14319,-0.141122019,0.141122019
Ribes lasianthum,meanthr,2085,cnrm,rcp45,climate_change,758.7704883,1096.394855,55.3143686,79.92718494,0.444962439,-0.444962439
Ribes lasianthum,meanthr,2085,hades,rcp45,climate_change,758.7704883,501.9706163,55.3143686,36.59365793,-0.338442093,0.338442093
Ribes lasianthum,meanthr,2085,cnrm,rcp85,climate_change,758.7704883,835.844789,55.3143686,60.93308512,0.101577884,-0.101577884
Ribes lasianthum,meanthr,2085,hades,rcp85,climate_change,758.7704883,1002.819222,55.3143686,73.10552131,0.321637093,-0.321637093
Ribes lasianthum,meanthr,2085,cnrm,rcp45,climate_change + lulc,758.7704883,1096.379726,55.3143686,79.92608205,0.4449425,-0.4449425
Ribes lasianthum,meanthr,2085,hades,rcp45,climate_change + lulc,758.7704883,501.9672206,55.3143686,36.59341038,-0.338446568,0.338446568
Ribes lasianthum,meanthr,2085,cnrm,rcp85,climate_change + lulc,758.7704883,835.6362956,55.3143686,60.91788595,0.101303106,-0.101303106
Ribes lasianthum,meanthr,2085,hades,rcp85,climate_change + lulc,758.7704883,1002.755811,55.3143686,73.10089862,0.321553522,-0.321553522
Ribes lasianthum,meanthr,2085,hades,rcp45,lulc,758.7704883,758.5949587,55.3143686,55.30157249,-0.000231334,0.000231334
Ribes lasianthum,meanthr,2085,hades,rcp85,lulc,758.7704883,757.2714102,55.3143686,55.20508581,-0.001975667,0.001975667
Ribes malvaceum,meanthr,2085,cnrm,rcp45,climate_change,27359.54704,24667.14268,1994.510979,1798.234701,-0.098408221,0.098408221
Ribes malvaceum,meanthr,2085,hades,rcp45,climate_change,27359.54704,23668.35744,1994.510979,1725.423258,-0.134914134,0.134914134
Ribes malvaceum,meanthr,2085,cnrm,rcp85,climate_change,27359.54704,14892.82283,1994.510979,1085.686784,-0.455662668,0.455662668
Ribes malvaceum,meanthr,2085,hades,rcp85,climate_change,27359.54704,28398.99365,1994.510979,2070.286637,0.037992098,-0.037992098
Ribes malvaceum,meanthr,2085,cnrm,rcp45,climate_change + lulc,27359.54704,23474.99429,1994.510979,1711.327084,-0.141981618,0.141981618
Ribes malvaceum,meanthr,2085,hades,rcp45,climate_change + lulc,27359.54704,22491.74801,1994.510979,1639.64843,-0.177919577,0.177919577
Ribes malvaceum,meanthr,2085,cnrm,rcp85,climate_change + lulc,27359.54704,13809.83313,1994.510979,1006.736835,-0.49524628,0.49524628
Ribes malvaceum,meanthr,2085,hades,rcp85,climate_change + lulc,27359.54704,25676.78264,1994.510979,1871.837454,-0.061505565,0.061505565
Ribes malvaceum,meanthr,2085,hades,rcp45,lulc,27359.54704,25937.40976,1994.510979,1890.837172,-0.051979562,0.051979562
Ribes malvaceum,meanthr,2085,hades,rcp85,lulc,27359.54704,25035.61708,1994.510979,1825.096485,-0.084940367,0.084940367
Rosa californica,meanthr,2085,cnrm,rcp45,climate_change,136584.2125,124154.9999,9956.989091,9050.899495,-0.09100036,0.09100036
Rosa californica,meanthr,2085,hades,rcp45,climate_change,136584.2125,129025.8813,9956.989091,9405.986747,-0.055338249,0.055338249
Rosa californica,meanthr,2085,cnrm,rcp85,climate_change,136584.2125,108074.4702,9956.989091,7878.628875,-0.208733805,0.208733805
Rosa californica,meanthr,2085,hades,rcp85,climate_change,136584.2125,136823.8609,9956.989091,9974.459459,0.001754583,-0.001754583
Rosa californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,136584.2125,114397.4997,9956.989091,8339.577728,-0.162439805,0.162439805
Rosa californica,meanthr,2085,hades,rcp45,climate_change + lulc,136584.2125,118113.1663,9956.989091,8610.44982,-0.135235588,0.135235588
Rosa californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,136584.2125,93360.90382,9956.989091,6806.009888,-0.316459039,0.316459039
Rosa californica,meanthr,2085,hades,rcp85,climate_change + lulc,136584.2125,116077.4905,9956.989091,8462.04906,-0.150139768,0.150139768
Rosa californica,meanthr,2085,hades,rcp45,lulc,136584.2125,123472.8777,9956.989091,9001.172781,-0.095994512,0.095994512
Rosa californica,meanthr,2085,hades,rcp85,lulc,136584.2125,112686.3883,9956.989091,8214.837705,-0.17496769,0.17496769
Salix lasiolepis,meanthr,2085,cnrm,rcp45,climate_change,178025.1121,160078.329,12978.03067,11669.71018,-0.100810402,0.100810402
Salix lasiolepis,meanthr,2085,hades,rcp45,climate_change,178025.1121,183933.6031,12978.03067,13408.75966,0.033189087,-0.033189087
Salix lasiolepis,meanthr,2085,cnrm,rcp85,climate_change,178025.1121,178639.244,12978.03067,13022.80089,0.003449692,-0.003449692
Salix lasiolepis,meanthr,2085,hades,rcp85,climate_change,178025.1121,217248.1451,12978.03067,15837.38978,0.220323035,-0.220323035
Salix lasiolepis,meanthr,2085,cnrm,rcp45,climate_change + lulc,178025.1121,142924.4518,12978.03067,10419.19254,-0.197166904,0.197166904
Salix lasiolepis,meanthr,2085,hades,rcp45,climate_change + lulc,178025.1121,164060.3052,12978.03067,11959.99625,-0.078442904,0.078442904
Salix lasiolepis,meanthr,2085,cnrm,rcp85,climate_change + lulc,178025.1121,147020.6749,12978.03067,10717.8072,-0.174157661,0.174157661
Salix lasiolepis,meanthr,2085,hades,rcp85,climate_change + lulc,178025.1121,176578.8256,12978.03067,12872.59638,-0.008124059,0.008124059
Salix lasiolepis,meanthr,2085,hades,rcp45,lulc,178025.1121,158780.6512,12978.03067,11575.10947,-0.108099698,0.108099698
Salix lasiolepis,meanthr,2085,hades,rcp85,lulc,178025.1121,144714.4531,12978.03067,10549.68363,-0.187112136,0.187112136
Salvia apiana,meanthr,2085,cnrm,rcp45,climate_change,137263.5934,106872.6843,10006.51596,7791.018688,-0.22140546,0.22140546
Salvia apiana,meanthr,2085,hades,rcp45,climate_change,137263.5934,99093.68912,10006.51596,7223.929937,-0.278077408,0.278077408
Salvia apiana,meanthr,2085,cnrm,rcp85,climate_change,137263.5934,106251.8626,10006.51596,7745.760781,-0.225928304,0.225928304
Salvia apiana,meanthr,2085,hades,rcp85,climate_change,137263.5934,94661.49421,10006.51596,6900.822928,-0.310367069,0.310367069
Salvia apiana,meanthr,2085,cnrm,rcp45,climate_change + lulc,137263.5934,96178.01281,10006.51596,7011.377134,-0.299318848,0.299318848
Salvia apiana,meanthr,2085,hades,rcp45,climate_change + lulc,137263.5934,90885.75343,10006.51596,6625.571425,-0.337874296,0.337874296
Salvia apiana,meanthr,2085,cnrm,rcp85,climate_change + lulc,137263.5934,80244.88478,10006.51596,5849.852101,-0.415395716,0.415395716
Salvia apiana,meanthr,2085,hades,rcp85,climate_change + lulc,137263.5934,79748.95385,10006.51596,5813.698736,-0.419008698,0.419008698
Salvia apiana,meanthr,2085,hades,rcp45,lulc,137263.5934,120578.5514,10006.51596,8790.176397,-0.121554752,0.121554752
Salvia apiana,meanthr,2085,hades,rcp85,lulc,137263.5934,110677.6773,10006.51596,8068.402673,-0.193685124,0.193685124
Salvia columbariae,meanthr,2085,cnrm,rcp45,climate_change,200787.6888,98897.73051,14637.42251,7209.644554,-0.507451223,0.507451223
Salvia columbariae,meanthr,2085,hades,rcp45,climate_change,200787.6888,107915.6036,14637.42251,7867.047499,-0.462538743,0.462538743
Salvia columbariae,meanthr,2085,cnrm,rcp85,climate_change,200787.6888,91730.96668,14637.42251,6687.187471,-0.543144466,0.543144466
Salvia columbariae,meanthr,2085,hades,rcp85,climate_change,200787.6888,101027.0603,14637.42251,7364.872696,-0.496846341,0.496846341
Salvia columbariae,meanthr,2085,cnrm,rcp45,climate_change + lulc,200787.6888,93691.74211,14637.42251,6830.128,-0.53337905,0.53337905
Salvia columbariae,meanthr,2085,hades,rcp45,climate_change + lulc,200787.6888,102427.8839,14637.42251,7466.992735,-0.4898697,0.4898697
Salvia columbariae,meanthr,2085,cnrm,rcp85,climate_change + lulc,200787.6888,83276.10916,14637.42251,6070.828358,-0.585252912,0.585252912
Salvia columbariae,meanthr,2085,hades,rcp85,climate_change + lulc,200787.6888,89182.76543,14637.42251,6501.4236,-0.55583549,0.55583549
Salvia columbariae,meanthr,2085,hades,rcp45,lulc,200787.6888,186711.4146,14637.42251,13611.26212,-0.070105265,0.070105265
Salvia columbariae,meanthr,2085,hades,rcp85,lulc,200787.6888,178502.6421,14637.42251,13012.84261,-0.110988113,0.110988113
Salvia leucophylla,meanthr,2085,cnrm,rcp45,climate_change,18840.45913,20152.96001,1373.46947,1469.150784,0.069663954,-0.069663954
Salvia leucophylla,meanthr,2085,hades,rcp45,climate_change,18840.45913,22437.4665,1373.46947,1635.691308,0.190919305,-0.190919305
Salvia leucophylla,meanthr,2085,cnrm,rcp85,climate_change,18840.45913,4813.305174,1373.46947,350.8899472,-0.744522936,0.744522936
Salvia leucophylla,meanthr,2085,hades,rcp85,climate_change,18840.45913,22833.7138,1373.46947,1664.577736,0.211951027,-0.211951027
Salvia leucophylla,meanthr,2085,cnrm,rcp45,climate_change + lulc,18840.45913,18077.76265,1373.46947,1317.868897,-0.040481841,0.040481841
Salvia leucophylla,meanthr,2085,hades,rcp45,climate_change + lulc,18840.45913,20222.69271,1373.46947,1474.234299,0.073365175,-0.073365175
Salvia leucophylla,meanthr,2085,cnrm,rcp85,climate_change + lulc,18840.45913,3916.94865,1373.46947,285.5455566,-0.792099087,0.792099087
Salvia leucophylla,meanthr,2085,hades,rcp85,climate_change + lulc,18840.45913,19757.88399,1373.46947,1440.349743,0.048694401,-0.048694401
Salvia leucophylla,meanthr,2085,hades,rcp45,lulc,18840.45913,17247.93683,1373.46947,1257.374595,-0.084526724,0.084526724
Salvia leucophylla,meanthr,2085,hades,rcp85,lulc,18840.45913,16365.00128,1373.46947,1193.008593,-0.131390527,0.131390527
Salvia mellifera,meanthr,2085,cnrm,rcp45,climate_change,65499.74446,61091.10168,4774.931371,4453.541313,-0.067307786,0.067307786
Salvia mellifera,meanthr,2085,hades,rcp45,climate_change,65499.74446,63799.21033,4774.931371,4650.962433,-0.025962454,0.025962454
Salvia mellifera,meanthr,2085,cnrm,rcp85,climate_change,65499.74446,54855.44959,4774.931371,3998.962275,-0.162508953,0.162508953
Salvia mellifera,meanthr,2085,hades,rcp85,climate_change,65499.74446,63581.20316,4774.931371,4635.06971,-0.029290821,0.029290821
Salvia mellifera,meanthr,2085,cnrm,rcp45,climate_change + lulc,65499.74446,51097.02144,4774.931371,3724.972863,-0.219889759,0.219889759
Salvia mellifera,meanthr,2085,hades,rcp45,climate_change + lulc,65499.74446,53316.09202,4774.931371,3886.743108,-0.186010687,0.186010687
Salvia mellifera,meanthr,2085,cnrm,rcp85,climate_change + lulc,65499.74446,40701.42301,4774.931371,2967.133737,-0.378601805,0.378601805
Salvia mellifera,meanthr,2085,hades,rcp85,climate_change + lulc,65499.74446,47439.23962,4774.931371,3458.320568,-0.275733974,0.275733974
Salvia mellifera,meanthr,2085,hades,rcp45,lulc,65499.74446,54942.54347,4774.931371,4005.311419,-0.16117927,0.16117927
Salvia mellifera,meanthr,2085,hades,rcp85,lulc,65499.74446,49303.2869,4774.931371,3594.209615,-0.247275126,0.247275126
Sambucus nigra,meanthr,2085,cnrm,rcp45,climate_change,140351.2671,111252.7395,10231.60737,8110.324711,-0.207326433,0.207326433
Sambucus nigra,meanthr,2085,hades,rcp45,climate_change,140351.2671,142479.1704,10231.60737,10386.73152,0.015161269,-0.015161269
Sambucus nigra,meanthr,2085,cnrm,rcp85,climate_change,140351.2671,97500.86396,10231.60737,7107.812983,-0.305308274,0.305308274
Sambucus nigra,meanthr,2085,hades,rcp85,climate_change,140351.2671,129413.802,10231.60737,9434.266167,-0.077929222,0.077929222
