sp,model,year,scen,rcp,change_driver,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure
Calochortus obispoensis,meanthr,2085,hades,rcp45,climate_change + lulc,8441.507375,479.2177274,615.3858876,34.93497233,-0.943230787,0.943230787
Calochortus obispoensis,meanthr,2085,cnrm,rcp85,climate_change + lulc,8441.507375,0,615.3858876,0,-1,1
Calochortus obispoensis,meanthr,2085,hades,rcp85,climate_change + lulc,8441.507375,0,615.3858876,0,-1,1
Calochortus obispoensis,meanthr,2085,hades,rcp45,lulc,8723.789378,7904.482469,635.9642457,576.236772,-0.093916402,0.093916402
Calochortus obispoensis,meanthr,2085,hades,rcp85,lulc,8723.789378,8053.721624,635.9642457,587.1163064,-0.076809254,0.076809254
Calochortus pulchellus,meanthr,2085,cnrm,rcp45,climate_change,28331.97811,4123.908921,2065.401204,300.6329603,-0.854443311,0.854443311
Calochortus pulchellus,meanthr,2085,hades,rcp45,climate_change,28331.97811,1218.847365,2065.401204,88.85397288,-0.9569798,0.9569798
Calochortus pulchellus,meanthr,2085,cnrm,rcp85,climate_change,28331.97811,127.6307027,2065.401204,9.304278228,-0.995495171,0.995495171
Calochortus pulchellus,meanthr,2085,hades,rcp85,climate_change,28331.97811,173.7942232,2065.401204,12.66959887,-0.993865793,0.993865793
Calochortus pulchellus,meanthr,2085,cnrm,rcp45,climate_change + lulc,25765.59174,3587.444417,1878.311637,261.524698,-0.860766077,0.860766077
Calochortus pulchellus,meanthr,2085,hades,rcp45,climate_change + lulc,25765.59174,1095.931878,1878.311637,79.89343391,-0.957465294,0.957465294
Calochortus pulchellus,meanthr,2085,cnrm,rcp85,climate_change + lulc,25765.59174,93.47873394,1878.311637,6.814599704,-0.996371955,0.996371955
Calochortus pulchellus,meanthr,2085,hades,rcp85,climate_change + lulc,25765.59174,118.0964399,1878.311637,8.60923047,-0.995416506,0.995416506
Calochortus pulchellus,meanthr,2085,hades,rcp45,lulc,28331.97811,23488.86948,2065.401204,1712.338585,-0.170941422,0.170941422
Calochortus pulchellus,meanthr,2085,hades,rcp85,lulc,28331.97811,18528.73507,2065.401204,1350.744786,-0.346013364,0.346013364
Calochortus tiburonensis,meanthr,2085,cnrm,rcp45,climate_change,7899.951503,9394.671615,575.9064646,684.8715607,0.189206239,-0.189206239
Calochortus tiburonensis,meanthr,2085,hades,rcp45,climate_change,7899.951503,9630.44349,575.9064646,702.0593305,0.219050963,-0.219050963
Calochortus tiburonensis,meanthr,2085,cnrm,rcp85,climate_change,7899.951503,3078.205653,575.9064646,224.4011921,-0.610351323,0.610351323
Calochortus tiburonensis,meanthr,2085,hades,rcp85,climate_change,7899.951503,8646.945476,575.9064646,630.3623252,0.09455678,-0.09455678
Calochortus tiburonensis,meanthr,2085,cnrm,rcp45,climate_change + lulc,7226.437875,8076.596613,526.8073211,588.7838931,0.117645616,-0.117645616
Calochortus tiburonensis,meanthr,2085,hades,rcp45,climate_change + lulc,7226.437875,8331.08603,526.8073211,607.3361716,0.152862056,-0.152862056
Calochortus tiburonensis,meanthr,2085,cnrm,rcp85,climate_change + lulc,7226.437875,2211.019633,526.8073211,161.1833313,-0.694037412,0.694037412
Calochortus tiburonensis,meanthr,2085,hades,rcp85,climate_change + lulc,7226.437875,6955.89447,526.8073211,507.0847068,-0.037438003,0.037438003
Calochortus tiburonensis,meanthr,2085,hades,rcp45,lulc,7899.951503,7293.364093,575.9064646,531.6862424,-0.076783688,0.076783688
Calochortus tiburonensis,meanthr,2085,hades,rcp85,lulc,7899.951503,6606.914646,575.9064646,481.6440777,-0.163676556,0.163676556
Ceanothus perplexans,meanthr,2085,cnrm,rcp45,climate_change,44144.06708,19205.90943,3218.10249,1400.110797,-0.564926598,0.564926598
Ceanothus perplexans,meanthr,2085,hades,rcp45,climate_change,44144.06708,18864.39227,3218.10249,1375.214196,-0.572663021,0.572663021
Ceanothus perplexans,meanthr,2085,cnrm,rcp85,climate_change,44144.06708,3366.62394,3218.10249,245.4268853,-0.923735529,0.923735529
Ceanothus perplexans,meanthr,2085,hades,rcp85,climate_change,44144.06708,10078.98848,3218.10249,734.75826,-0.771679658,0.771679658
Ceanothus perplexans,meanthr,2085,cnrm,rcp45,climate_change + lulc,44144.06708,18468.17374,3218.10249,1346.329866,-0.581638599,0.581638599
Ceanothus perplexans,meanthr,2085,hades,rcp45,climate_change + lulc,44144.06708,18119.35086,3218.10249,1320.900677,-0.589540519,0.589540519
Ceanothus perplexans,meanthr,2085,cnrm,rcp85,climate_change + lulc,44144.06708,2985.776763,3218.10249,217.663126,-0.932362898,0.932362898
Ceanothus perplexans,meanthr,2085,hades,rcp85,climate_change + lulc,44144.06708,8981.464844,3218.10249,654.7487872,-0.796541972,0.796541972
Ceanothus perplexans,meanthr,2085,hades,rcp45,lulc,44144.06708,42253.08858,3218.10249,3080.250157,-0.042836527,0.042836527
Ceanothus perplexans,meanthr,2085,hades,rcp85,lulc,44144.06708,39745.43755,3218.10249,2897.442397,-0.099642598,0.099642598
Ceanothus megacarpus,meanthr,2085,cnrm,rcp45,climate_change,7423.388234,5732.151299,541.1650022,417.8738297,-0.227825473,0.227825473
Ceanothus megacarpus,meanthr,2085,hades,rcp45,climate_change,7423.388234,4820.002046,541.1650022,351.3781492,-0.35070053,0.35070053
Ceanothus megacarpus,meanthr,2085,cnrm,rcp85,climate_change,7423.388234,8758.170514,541.1650022,638.4706305,0.179807689,-0.179807689
Ceanothus megacarpus,meanthr,2085,hades,rcp85,climate_change,7423.388234,8854.428293,541.1650022,645.4878225,0.192774514,-0.192774514
Ceanothus megacarpus,meanthr,2085,cnrm,rcp45,climate_change + lulc,7423.388234,5077.873629,541.1650022,370.1769875,-0.31596281,0.31596281
Ceanothus megacarpus,meanthr,2085,hades,rcp45,climate_change + lulc,7423.388234,4333.310435,541.1650022,315.8983307,-0.416262453,0.416262453
Ceanothus megacarpus,meanthr,2085,cnrm,rcp85,climate_change + lulc,7423.388234,8072.537177,541.1650022,588.4879602,0.087446449,-0.087446449
Ceanothus megacarpus,meanthr,2085,hades,rcp85,climate_change + lulc,7423.388234,8000.981357,541.1650022,583.2715409,0.077807209,-0.077807209
Ceanothus megacarpus,meanthr,2085,hades,rcp45,lulc,7423.388234,7037.131108,541.1650022,513.0068578,-0.052032456,0.052032456
Ceanothus megacarpus,meanthr,2085,hades,rcp85,lulc,7423.388234,6951.534368,541.1650022,506.7668554,-0.06356314,0.06356314
Ceanothus oliganthus,meanthr,2085,cnrm,rcp45,climate_change,103824.9713,85335.97787,7568.840406,6220.992786,-0.178078483,0.178078483
Ceanothus oliganthus,meanthr,2085,hades,rcp45,climate_change,103824.9713,70449.60202,7568.840406,5135.775988,-0.321458016,0.321458016
Ceanothus oliganthus,meanthr,2085,cnrm,rcp85,climate_change,103824.9713,78426.79579,7568.840406,5717.313413,-0.244624922,0.244624922
Ceanothus oliganthus,meanthr,2085,hades,rcp85,climate_change,103824.9713,59914.93674,7568.840406,4367.798888,-0.422923638,0.422923638
Ceanothus oliganthus,meanthr,2085,cnrm,rcp45,climate_change + lulc,103824.9713,80084.4898,7568.840406,5838.159306,-0.228658686,0.228658686
Ceanothus oliganthus,meanthr,2085,hades,rcp45,climate_change + lulc,103824.9713,67209.63325,7568.840406,4899.582264,-0.35266408,0.35266408
Ceanothus oliganthus,meanthr,2085,cnrm,rcp85,climate_change + lulc,103824.9713,71004.97607,7568.840406,5176.262756,-0.316108878,0.316108878
Ceanothus oliganthus,meanthr,2085,hades,rcp85,climate_change + lulc,103824.9713,57284.91297,7568.840406,4176.070156,-0.44825496,0.44825496
Ceanothus oliganthus,meanthr,2085,hades,rcp45,lulc,103824.9713,97778.20153,7568.840406,7128.030891,-0.058240033,0.058240033
Ceanothus oliganthus,meanthr,2085,hades,rcp85,lulc,103824.9713,93062.77034,7568.840406,6784.275958,-0.103657153,0.103657153
Ceanothus tomentosus,meanthr,2085,cnrm,rcp45,climate_change,21655.16516,9978.602898,1578.66154,727.4401513,-0.539204489,0.539204489
Ceanothus tomentosus,meanthr,2085,hades,rcp45,climate_change,21655.16516,11353.51548,1578.66154,827.6712785,-0.475713281,0.475713281
Ceanothus tomentosus,meanthr,2085,cnrm,rcp85,climate_change,21655.16516,5692.917054,1578.66154,415.0136532,-0.73711043,0.73711043
Ceanothus tomentosus,meanthr,2085,hades,rcp85,climate_change,21655.16516,11541.52107,1578.66154,841.3768863,-0.467031492,0.467031492
Ceanothus tomentosus,meanthr,2085,cnrm,rcp45,climate_change + lulc,21655.16516,8649.070622,1578.66154,630.5172483,-0.600600108,0.600600108
Ceanothus tomentosus,meanthr,2085,hades,rcp45,climate_change + lulc,21655.16516,9723.301975,1578.66154,708.828714,-0.550993867,0.550993867
Ceanothus tomentosus,meanthr,2085,cnrm,rcp85,climate_change + lulc,21655.16516,4206.116128,1578.66154,306.6258657,-0.805768458,0.805768458
Ceanothus tomentosus,meanthr,2085,hades,rcp85,climate_change + lulc,21655.16516,8351.197012,1578.66154,608.8022622,-0.614355423,0.614355423
Ceanothus tomentosus,meanthr,2085,hades,rcp45,lulc,21655.16516,18382.4329,1578.66154,1340.079358,-0.151129407,0.151129407
Ceanothus tomentosus,meanthr,2085,hades,rcp85,lulc,21655.16516,15730.08506,1578.66154,1146.723201,-0.273610479,0.273610479
Ceanothus verrucosus,meanthr,2085,cnrm,rcp45,climate_change,5325.467613,3643.079498,388.226589,265.5804954,-0.315913688,0.315913688
Ceanothus verrucosus,meanthr,2085,hades,rcp45,climate_change,5325.467613,3206.844974,388.226589,233.7789986,-0.397828471,0.397828471
Ceanothus verrucosus,meanthr,2085,cnrm,rcp85,climate_change,5325.467613,526.786911,388.226589,38.40276581,-0.901081567,0.901081567
Ceanothus verrucosus,meanthr,2085,hades,rcp85,climate_change,5325.467613,856.067952,388.226589,62.4073537,-0.839250182,0.839250182
Ceanothus verrucosus,meanthr,2085,cnrm,rcp45,climate_change + lulc,5325.467613,2953.564891,388.226589,215.3148805,-0.44538863,0.44538863
Ceanothus verrucosus,meanthr,2085,hades,rcp45,climate_change + lulc,5325.467613,2517.156345,388.226589,183.5006975,-0.52733609,0.52733609
Ceanothus verrucosus,meanthr,2085,cnrm,rcp85,climate_change + lulc,5325.467613,341.4349521,388.226589,24.89060801,-0.93588639,0.93588639
Ceanothus verrucosus,meanthr,2085,hades,rcp85,climate_change + lulc,5325.467613,623.6105972,388.226589,45.46121254,-0.882900312,0.882900312
Ceanothus verrucosus,meanthr,2085,hades,rcp45,lulc,5325.467613,4376.897867,388.226589,319.0758545,-0.178119522,0.178119522
Ceanothus verrucosus,meanthr,2085,hades,rcp85,lulc,5325.467613,3914.330641,388.226589,285.3547037,-0.264978979,0.264978979
Chamaebatia foliolosa,meanthr,2085,cnrm,rcp45,climate_change,87548.22987,79799.07423,6382.265958,5817.352511,-0.088512991,0.088512991
Chamaebatia foliolosa,meanthr,2085,hades,rcp45,climate_change,87548.22987,82174.19651,6382.265958,5990.498925,-0.06138369,0.06138369
Chamaebatia foliolosa,meanthr,2085,cnrm,rcp85,climate_change,87548.22987,46848.45244,6382.265958,3415.252183,-0.46488407,0.46488407
Chamaebatia foliolosa,meanthr,2085,hades,rcp85,climate_change,87548.22987,61172.20152,6382.265958,4459.453491,-0.301274262,0.301274262
Chamaebatia foliolosa,meanthr,2085,cnrm,rcp45,climate_change + lulc,87548.22987,78334.26031,6382.265958,5710.567576,-0.105244499,0.105244499
Chamaebatia foliolosa,meanthr,2085,hades,rcp45,climate_change + lulc,87548.22987,81092.24857,6382.265958,5911.624921,-0.073741997,0.073741997
Chamaebatia foliolosa,meanthr,2085,cnrm,rcp85,climate_change + lulc,87548.22987,45235.63619,6382.265958,3297.677878,-0.483306102,0.483306102
Chamaebatia foliolosa,meanthr,2085,hades,rcp85,climate_change + lulc,87548.22987,59616.734,6382.265958,4346.059908,-0.319041241,0.319041241
Chamaebatia foliolosa,meanthr,2085,hades,rcp45,lulc,87548.22987,85258.08256,6382.265958,6215.314219,-0.026158693,0.026158693
Chamaebatia foliolosa,meanthr,2085,hades,rcp85,lulc,87548.22987,83386.58523,6382.265958,6078.882063,-0.047535452,0.047535452
Chorizanthe orcuttiana,meanthr,2085,cnrm,rcp45,climate_change,1264.369078,1179.649023,92.17250578,85.99641374,-0.067005795,0.067005795
Chorizanthe orcuttiana,meanthr,2085,hades,rcp45,climate_change,1264.369078,1093.48238,92.17250578,79.71486548,-0.135155708,0.135155708
Chorizanthe orcuttiana,meanthr,2085,cnrm,rcp85,climate_change,1264.369078,0.22754381,92.17250578,0.016587944,-0.999820034,0.999820034
Chorizanthe orcuttiana,meanthr,2085,hades,rcp85,climate_change,1264.369078,356.2451479,92.17250578,25.97027128,-0.718242755,0.718242755
Chorizanthe orcuttiana,meanthr,2085,cnrm,rcp45,climate_change + lulc,694.9160603,569.84624,50.6593808,41.54179089,-0.179978313,0.179978313
Chorizanthe orcuttiana,meanthr,2085,hades,rcp45,climate_change + lulc,694.9160603,523.5455816,50.6593808,38.1664729,-0.246606013,0.246606013
Chorizanthe orcuttiana,meanthr,2085,cnrm,rcp85,climate_change + lulc,694.9160603,0.035571197,50.6593808,0.00259314,-0.999948812,0.999948812
Chorizanthe orcuttiana,meanthr,2085,hades,rcp85,climate_change + lulc,694.9160603,163.9806563,50.6593808,11.95418984,-0.76402811,0.76402811
Chorizanthe orcuttiana,meanthr,2085,hades,rcp45,lulc,1264.369078,1032.99455,92.17250578,75.30530273,-0.182996034,0.182996034
Chorizanthe orcuttiana,meanthr,2085,hades,rcp85,lulc,1264.369078,962.3953826,92.17250578,70.15862339,-0.238833502,0.238833502
Corylus cornuta subsp californica,meanthr,2085,cnrm,rcp45,climate_change,582494.2025,672276.6685,42463.82736,49008.96913,0.154134523,-0.154134523
Corylus cornuta subsp californica,meanthr,2085,hades,rcp45,climate_change,582494.2025,628993.1106,42463.82736,45853.59776,0.079827246,-0.079827246
Corylus cornuta subsp californica,meanthr,2085,cnrm,rcp85,climate_change,582494.2025,733889.3263,42463.82736,53500.53189,0.259908379,-0.259908379
Corylus cornuta subsp californica,meanthr,2085,hades,rcp85,climate_change,582494.2025,750060.3598,42463.82736,54679.40023,0.287670086,-0.287670086
Corylus cornuta subsp californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,563616.0207,583545.5011,41087.60791,42540.46703,0.035360032,-0.035360032
Corylus cornuta subsp californica,meanthr,2085,hades,rcp45,climate_change + lulc,563616.0207,555324.8996,41087.60791,40483.18518,-0.014710584,0.014710584
Corylus cornuta subsp californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,563616.0207,615184.246,41087.60791,44846.93153,0.091495315,-0.091495315
Corylus cornuta subsp californica,meanthr,2085,hades,rcp85,climate_change + lulc,563616.0207,638414.0654,41087.60791,46540.38537,0.132710998,-0.132710998
Corylus cornuta subsp californica,meanthr,2085,hades,rcp45,lulc,582494.2025,566975.1713,42463.82736,41332.48998,-0.026642379,0.026642379
Corylus cornuta subsp californica,meanthr,2085,hades,rcp85,lulc,582494.2025,543775.0473,42463.82736,39641.20094,-0.066471314,0.066471314
Croton setiger,meanthr,2085,cnrm,rcp45,climate_change,219973.15,164027.6999,16036.04263,11957.61932,-0.25432854,0.25432854
Croton setiger,meanthr,2085,hades,rcp45,climate_change,219973.15,179886.8937,16036.04263,13113.75455,-0.182232497,0.182232497
Croton setiger,meanthr,2085,cnrm,rcp85,climate_change,219973.15,149065.8863,16036.04263,10866.90311,-0.322345085,0.322345085
Croton setiger,meanthr,2085,hades,rcp85,climate_change,219973.15,170107.1394,16036.04263,12400.81046,-0.226691351,0.226691351
Croton setiger,meanthr,2085,cnrm,rcp45,climate_change + lulc,219973.15,149372.2845,16036.04263,10889.23954,-0.320952196,0.320952196
Croton setiger,meanthr,2085,hades,rcp45,climate_change + lulc,219973.15,163754.9187,16036.04263,11937.73358,-0.255568606,0.255568606
Croton setiger,meanthr,2085,cnrm,rcp85,climate_change + lulc,219973.15,125841.3666,16036.04263,9173.835622,-0.427923969,0.427923969
Croton setiger,meanthr,2085,hades,rcp85,climate_change + lulc,219973.15,143560.8187,16036.04263,10465.58369,-0.347371173,0.347371173
Croton setiger,meanthr,2085,hades,rcp45,lulc,219973.15,198911.9069,16036.04263,14500.67801,-0.095744608,0.095744608
Croton setiger,meanthr,2085,hades,rcp85,lulc,219973.15,183330.7638,16036.04263,13364.81268,-0.166576631,0.166576631
Deinandra conjugens,meanthr,2085,cnrm,rcp45,climate_change,4656.153382,4074.522112,339.4335816,297.032662,-0.12491669,0.12491669
Deinandra conjugens,meanthr,2085,hades,rcp45,climate_change,4656.153382,3945.874559,339.4335816,287.6542554,-0.152546268,0.152546268
Deinandra conjugens,meanthr,2085,cnrm,rcp85,climate_change,4656.153382,1424.213177,339.4335816,103.8251406,-0.694122367,0.694122367
Deinandra conjugens,meanthr,2085,hades,rcp85,climate_change,4656.153382,2975.019499,339.4335816,216.8789214,-0.36105638,0.36105638
Deinandra conjugens,meanthr,2085,cnrm,rcp45,climate_change + lulc,3437.419014,2607.932945,250.5878462,190.1183117,-0.241310724,0.241310724
Deinandra conjugens,meanthr,2085,hades,rcp45,climate_change + lulc,3437.419014,2515.445924,250.5878462,183.3760078,-0.268216673,0.268216673
Deinandra conjugens,meanthr,2085,cnrm,rcp85,climate_change + lulc,3437.419014,755.7934438,250.5878462,55.09734205,-0.780127636,0.780127636
Deinandra conjugens,meanthr,2085,hades,rcp85,climate_change + lulc,3437.419014,1765.221879,250.5878462,128.684675,-0.486468809,0.486468809
Deinandra conjugens,meanthr,2085,hades,rcp45,lulc,4656.153382,3673.45282,339.4335816,267.7947106,-0.211054164,0.211054164
Deinandra conjugens,meanthr,2085,hades,rcp85,lulc,4656.153382,3257.071966,339.4335816,237.4405463,-0.300480096,0.300480096
Delphinium hesperium,meanthr,2085,cnrm,rcp45,climate_change,18022.53436,7598.446414,1313.842755,553.9267436,-0.578391903,0.578391903
Delphinium hesperium,meanthr,2085,hades,rcp45,climate_change,18022.53436,4660.797191,1313.842755,339.7721152,-0.741390578,0.741390578
Delphinium hesperium,meanthr,2085,cnrm,rcp85,climate_change,18022.53436,1385.803107,1313.842755,101.0250465,-0.923107201,0.923107201
Delphinium hesperium,meanthr,2085,hades,rcp85,climate_change,18022.53436,3933.446656,1313.842755,286.7482612,-0.781748417,0.781748417
Delphinium hesperium,meanthr,2085,cnrm,rcp45,climate_change + lulc,18022.53436,7035.883268,1313.842755,512.9158903,-0.609606334,0.609606334
Delphinium hesperium,meanthr,2085,hades,rcp45,climate_change + lulc,18022.53436,4442.431695,1313.842755,323.8532706,-0.753506826,0.753506826
Delphinium hesperium,meanthr,2085,cnrm,rcp85,climate_change + lulc,18022.53436,1221.89009,1313.842755,89.07578754,-0.932202094,0.932202094
Delphinium hesperium,meanthr,2085,hades,rcp85,climate_change + lulc,18022.53436,3403.307721,1313.842755,248.1011329,-0.811163755,0.811163755
Delphinium hesperium,meanthr,2085,hades,rcp45,lulc,18022.53436,15477.58744,1313.842755,1128.316125,-0.141209159,0.141209159
Delphinium hesperium,meanthr,2085,hades,rcp85,lulc,18022.53436,13284.97656,1313.842755,968.4747914,-0.262868568,0.262868568
Dichelostemma capitatum,meanthr,2085,cnrm,rcp45,climate_change,786180.3169,555242.6649,57312.5451,40477.19027,-0.293746418,0.293746418
Dichelostemma capitatum,meanthr,2085,hades,rcp45,climate_change,786180.3169,574372.9854,57312.5451,41871.79064,-0.26941317,0.26941317
Dichelostemma capitatum,meanthr,2085,cnrm,rcp85,climate_change,786180.3169,573009.7136,57312.5451,41772.40812,-0.271147215,0.271147215
Dichelostemma capitatum,meanthr,2085,hades,rcp85,climate_change,786180.3169,466731.9115,57312.5451,34024.75635,-0.406329691,0.406329691
Dichelostemma capitatum,meanthr,2085,cnrm,rcp45,climate_change + lulc,786180.3169,520382.0923,57312.5451,37935.85453,-0.338088119,0.338088119
Dichelostemma capitatum,meanthr,2085,hades,rcp45,climate_change + lulc,786180.3169,539799.0786,57312.5451,39351.35283,-0.31339024,0.31339024
Dichelostemma capitatum,meanthr,2085,cnrm,rcp85,climate_change + lulc,786180.3169,507814.7058,57312.5451,37019.69205,-0.354073493,0.354073493
Dichelostemma capitatum,meanthr,2085,hades,rcp85,climate_change + lulc,786180.3169,413805.2195,57312.5451,30166.4005,-0.473651005,0.473651005
Dichelostemma capitatum,meanthr,2085,hades,rcp45,lulc,786180.3169,731199.1001,57312.5451,53304.4144,-0.069934614,0.069934614
Dichelostemma capitatum,meanthr,2085,hades,rcp85,lulc,786180.3169,688443.4127,57312.5451,50187.52479,-0.124318686,0.124318686
Encelia californica,meanthr,2085,cnrm,rcp45,climate_change,21916.24969,25926.55952,1597.694602,1890.046189,0.182983398,-0.182983398
Encelia californica,meanthr,2085,hades,rcp45,climate_change,21916.24969,31044.49269,1597.694602,2263.143517,0.416505704,-0.416505704
Encelia californica,meanthr,2085,cnrm,rcp85,climate_change,21916.24969,19595.03064,1597.694602,1428.477733,-0.105913151,0.105913151
Encelia californica,meanthr,2085,hades,rcp85,climate_change,21916.24969,31249.94313,1597.694602,2278.120854,0.425880046,-0.425880046
Encelia californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,21916.24969,20452.55483,1597.694602,1490.991247,-0.066785827,0.066785827
Encelia californica,meanthr,2085,hades,rcp45,climate_change + lulc,21916.24969,24502.79413,1597.694602,1786.253692,0.118019482,-0.118019482
Encelia californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,21916.24969,14287.23436,1597.694602,1041.539385,-0.348098577,0.348098577
Encelia californica,meanthr,2085,hades,rcp85,climate_change + lulc,21916.24969,22408.69903,1597.694602,1633.59416,0.022469599,-0.022469599
Encelia californica,meanthr,2085,hades,rcp45,lulc,21916.24969,17466.68205,1597.694602,1273.321122,-0.20302596,0.20302596
Encelia californica,meanthr,2085,hades,rcp85,lulc,21916.24969,16091.44031,1597.694602,1173.065999,-0.265775827,0.265775827
Ericameria ericoides,meanthr,2085,cnrm,rcp45,climate_change,43424.53508,49025.13675,3165.648607,3573.932469,0.12897321,-0.12897321
Ericameria ericoides,meanthr,2085,hades,rcp45,climate_change,43424.53508,45367.31264,3165.648607,3307.277092,0.044739168,-0.044739168
Ericameria ericoides,meanthr,2085,cnrm,rcp85,climate_change,43424.53508,14918.80389,3165.648607,1087.580803,-0.65644298,0.65644298
Ericameria ericoides,meanthr,2085,hades,rcp85,climate_change,43424.53508,52908.93596,3165.648607,3857.061431,0.218411109,-0.218411109
Ericameria ericoides,meanthr,2085,cnrm,rcp45,climate_change + lulc,43424.53508,47519.85844,3165.648607,3464.19768,0.094308974,-0.094308974
Ericameria ericoides,meanthr,2085,hades,rcp45,climate_change + lulc,43424.53508,43819.27212,3165.648607,3194.424937,0.009090184,-0.009090184
Ericameria ericoides,meanthr,2085,cnrm,rcp85,climate_change + lulc,43424.53508,14483.17965,3165.648607,1055.823797,-0.666474733,0.666474733
Ericameria ericoides,meanthr,2085,hades,rcp85,climate_change + lulc,43424.53508,49742.43102,3165.648607,3626.223221,0.145491389,-0.145491389
Ericameria ericoides,meanthr,2085,hades,rcp45,lulc,43424.53508,40910.0353,3165.648607,2982.341573,-0.057905048,0.057905048
Ericameria ericoides,meanthr,2085,hades,rcp85,lulc,43424.53508,39328.84427,3165.648607,2867.072747,-0.094317436,0.094317436
Erigeron petrophilus,meanthr,2085,cnrm,rcp45,climate_change,3975.657057,5731.185819,289.8253994,417.8034462,0.441569466,-0.441569466
Erigeron petrophilus,meanthr,2085,hades,rcp45,climate_change,3975.657057,3541.038206,289.8253994,258.1416852,-0.109320005,0.109320005
Erigeron petrophilus,meanthr,2085,cnrm,rcp85,climate_change,3975.657057,5105.161916,289.8253994,372.1663037,0.284105204,-0.284105204
Erigeron petrophilus,meanthr,2085,hades,rcp85,climate_change,3975.657057,6291.237939,289.8253994,458.6312458,0.582439795,-0.582439795
Erigeron petrophilus,meanthr,2085,cnrm,rcp45,climate_change + lulc,3975.657057,5592.055499,289.8253994,407.6608459,0.406573912,-0.406573912
Erigeron petrophilus,meanthr,2085,hades,rcp45,climate_change + lulc,3975.657057,3478.978433,289.8253994,253.6175277,-0.124929947,0.124929947
Erigeron petrophilus,meanthr,2085,cnrm,rcp85,climate_change + lulc,3975.657057,4872.873218,289.8253994,355.2324576,0.225677454,-0.225677454
Erigeron petrophilus,meanthr,2085,hades,rcp85,climate_change + lulc,3975.657057,5967.283656,289.8253994,435.0149785,0.500955332,-0.500955332
Erigeron petrophilus,meanthr,2085,hades,rcp45,lulc,3975.657057,3906.319254,289.8253994,284.7706736,-0.017440589,0.017440589
Erigeron petrophilus,meanthr,2085,hades,rcp85,lulc,3975.657057,3805.670024,289.8253994,277.4333447,-0.042756966,0.042756966
Eriodictyon trichocalyx,meanthr,2085,cnrm,rcp45,climate_change,61648.87732,57821.69277,4494.203156,4215.201403,-0.062080361,0.062080361
Eriodictyon trichocalyx,meanthr,2085,hades,rcp45,climate_change,61648.87732,46700.80609,4494.203156,3404.488764,-0.242471102,0.242471102
Eriodictyon trichocalyx,meanthr,2085,cnrm,rcp85,climate_change,61648.87732,59103.45203,4494.203156,4308.641653,-0.041289078,0.041289078
Eriodictyon trichocalyx,meanthr,2085,hades,rcp85,climate_change,61648.87732,47590.72551,4494.203156,3469.36389,-0.228035812,0.228035812
Eriodictyon trichocalyx,meanthr,2085,cnrm,rcp45,climate_change + lulc,61648.87732,55171.05189,4494.203156,4021.969682,-0.10507613,0.10507613
Eriodictyon trichocalyx,meanthr,2085,hades,rcp45,climate_change + lulc,61648.87732,44690.1247,4494.203156,3257.91009,-0.275086155,0.275086155
Eriodictyon trichocalyx,meanthr,2085,cnrm,rcp85,climate_change + lulc,61648.87732,52364.34205,4494.203156,3817.360536,-0.150603477,0.150603477
Eriodictyon trichocalyx,meanthr,2085,hades,rcp85,climate_change + lulc,61648.87732,43667.63842,4494.203156,3183.370841,-0.291671798,0.291671798
Eriodictyon trichocalyx,meanthr,2085,hades,rcp45,lulc,61648.87732,58529.16697,4494.203156,4266.776272,-0.050604496,0.050604496
Eriodictyon trichocalyx,meanthr,2085,hades,rcp85,lulc,61648.87732,56214.00335,4494.203156,4098.000844,-0.088158523,0.088158523
Eriogonum fasciculatum,meanthr,2085,cnrm,rcp45,climate_change,363317.0332,286246.0027,26485.81172,20867.33359,-0.212131619,0.212131619
Eriogonum fasciculatum,meanthr,2085,hades,rcp45,climate_change,363317.0332,331916.5456,26485.81172,24196.71617,-0.086427238,0.086427238
Eriogonum fasciculatum,meanthr,2085,cnrm,rcp85,climate_change,363317.0332,324314.48,26485.81172,23642.52559,-0.107351293,0.107351293
Eriogonum fasciculatum,meanthr,2085,hades,rcp85,climate_change,363317.0332,339912.1813,26485.81172,24779.59802,-0.064419914,0.064419914
Eriogonum fasciculatum,meanthr,2085,cnrm,rcp45,climate_change + lulc,363317.0332,259793.0732,26485.81172,18938.91503,-0.284941114,0.284941114
Eriogonum fasciculatum,meanthr,2085,hades,rcp45,climate_change + lulc,363317.0332,302457.6237,26485.81172,22049.16077,-0.167510477,0.167510477
Eriogonum fasciculatum,meanthr,2085,cnrm,rcp85,climate_change + lulc,363317.0332,279623.8503,26485.81172,20384.57868,-0.230358544,0.230358544
Eriogonum fasciculatum,meanthr,2085,hades,rcp85,climate_change + lulc,363317.0332,294218.2333,26485.81172,21448.50921,-0.190188716,0.190188716
Eriogonum fasciculatum,meanthr,2085,hades,rcp45,lulc,363317.0332,332145.7248,26485.81172,24213.42334,-0.085796441,0.085796441
Eriogonum fasciculatum,meanthr,2085,hades,rcp85,lulc,363317.0332,315694.3493,26485.81172,23014.11807,-0.131077487,0.131077487
